Location,date,population,total_cases,totalcases_population
United States,2022-01-21,332915074.0,70239924.0,21.09845107223952
United States,2022-01-22,332915074.0,70526042.0,21.184394311925931
United States,2022-01-23,332915074.0,70881714.0,21.291229966955477
United States,2022-01-24,332915074.0,71783483.0,21.56210054940318
United States,2022-01-25,332915074.0,72333439.0,21.727294631302875
United States,2022-01-26,332915074.0,72980648.0,21.921701268474251
United States,2022-01-27,332915074.0,73465396.0,22.067308373065739
United States,2022-01-28,332915074.0,74063641.0,22.247007355395386
United States,2022-01-29,332915074.0,74232238.0,22.297650000672544
United States,2022-01-30,332915074.0,74424305.0,22.35534249194135
United States,2022-01-31,332915074.0,74951445.0,22.513683174346138
United States,2022-02-01,332915074.0,75350359.0,22.633507727559373
