date,tot_case,tot_deaths,WorldDeathpercentage
2022-01-02,943396.0,3174,0.33644408074657939
2022-01-03,2423648.0,6021,0.24842716434069634
2022-01-04,2517197.0,7893,0.31356306240631943
2022-01-05,2559728.0,7901,0.30866560822087347
2022-01-06,2624081.0,6791,0.25879536492966493
2022-01-07,2931382.0,7156,0.24411693869990331
2022-01-08,2134626.0,5268,0.24678796191932451
2022-01-09,2016367.0,3851,0.19098705741563912
2022-01-10,3162277.0,6315,0.19969787592927501
2022-01-11,2878136.0,8554,0.29720624737677437
2022-01-12,3705539.0,9586,0.2586938094566
2022-01-13,2889941.0,7592,0.26270432510559905
2022-01-14,3577313.0,8423,0.23545605318852444
2022-01-15,2430862.0,6068,0.24962338462652342
2022-01-16,2126764.0,4211,0.19800034230408264
2022-01-17,2735464.0,6116,0.22358181281128173
2022-01-18,3733351.0,9161,0.24538276738511863
2022-01-19,4218655.0,10452,0.24775669022472804
2022-01-20,3660908.0,9353,0.25548306594975889
2022-01-21,3839945.0,9795,0.25508177851505687
2022-01-22,2683929.0,5973,0.2225468706511983
2022-01-23,2404632.0,4892,0.20344069279623661
2022-01-24,3481986.0,8502,0.2441709989643841
2022-01-25,3715574.0,10480,0.28205601610948938
2022-01-26,3759919.0,10896,0.28979347693394458
2022-01-27,3667114.0,10314,0.2812565957862232
2022-01-28,3619817.0,12008,0.33172947693212113
2022-01-29,2597133.0,7824,0.30125526879062409
2022-01-30,2228687.0,5555,0.24924989466892389
2022-01-31,2765182.0,9810,0.35476869153639795
2022-02-01,3291991.0,14255,0.4330206249045031
